root	Akkadian:	Amharic:	Amorite:	Arabic:	Aramaic:	Argobba:	Biblical Aramaic:	Canaanite:	East Ethiopic:	Eblaitic:	Epigraphic South Arabian:	Gafat:	Geʕez (Ethiopian):	Gurage:	Harari:	Harsusi:	Hebrew:	Jibbali:	Judaic Aramaic:	Mandaic Aramaic:	Mehri:	Modern Arabic:	Modern Aramaic:	Phoenician:	Soqotri:	Syrian Aramaic:	Tigrai (Tigriñña):	Tigre:	Ugaritic:
paḫat	-	-	-	fh_t	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fḥt	-	-	-
pVtVw	-	-	-	-	-	-	-	-	-	-	-	-	ftw	-	-	aftō	-	-	-	-	heftō	-	-	-	-	-	-	-	-
pVtVḫ	patāh_u	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVlVl	-	-	-	qll	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVm	ḳamû	-	-	-	-	-	-	-	-	-	-	-	maḳaḳa	-	-	-	-	-	-	-	-	-	-	-	-	-	mäḳ_mäḳ_	-	-
ḳVraʕ	-	-	-	qrʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVrum	-	-	-	qrm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
wVḳVt	-	-	-	wqt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVṣ̂Vb	-	-	-	qḍb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳʷVlḳʷVl	-	-	-	-	-	-	-	-	-	-	-	-	qʷlqʷl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVlVs	-	-	-	qls	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVr	qarūru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳVrVš	-	-	-	qrs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	qaruš	-	-	-	-	-	qrš	-	-	-
ḳVw	qāu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	qwy	-	-	-	-	-	-	-	-	qwʔ	-	-	-
ḳVd_ar	-	-	-	qd_r	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
laḥaḳ	-	-	-	laḥaq	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
laḳw	-	-	-	laqwat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lqh
larVy	larû	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lVyVn	-	-	-	lyn	-	-	-	-	-	-	-	-	-	-	-	alyin	-	len	-	-	liyōn	-	-	-	-	-	-	-	-
lVt_lVt_	-	-	-	lt_lt_	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lahab	laʔbu	-	-	lhb	-	-	-	-	-	-	-	-	lhb	-	-	-	lahab	-	lhbwtʔ	-	-	-	-	-	-	-	-	-	-
lVḥap	-	-	-	lḥf	-	-	-	-	-	-	-	-	-	-	-	-	-	elḥef	-	-	-	-	-	-	-	-	-	-	-
lVḳam	-	-	-	lqm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lVwVt_	lâsu	-	-	lwt_	-	-	-	-	-	-	-	-	-	-	-	-	lwš	-	-	-	-	-	-	-	-	-	-	-	-
lVwVb	-	-	-	lwb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lum	lamāmu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lVhVm	līmu	-	-	lahmūm	-	läham	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hilk	ilku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mary	marû	-	-	mhyr	mhyr	-	-	-	-	-	-	-	mhyr	-	-	-	mhyr	-	-	-	-	-	-	mhyr	-	-	-	-	mhr
makVy	makūtu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
makVr	makrû	-	-	makira	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
malaʔ	-	-	-	malāʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mVnVʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mōna	-	minaʕ	-	-	mōna	-	-	-	-	-	-	-	-
mar	marmaru	-	-	marīr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mVšVʔ	mašāu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔVmVr	amāru	ammärä	-	-	-	-	-	-	-	-	-	-	ʔammara	-	-	-	-	-	-	-	-	-	-	ʔmr	-	-	ʔammärä	ʔamärä	ʔamr
mVHVš	mēsu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʕVbVl	-	-	-	ʕbl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ma	māšu	-	-	-	-	mis	-	-	miš	-	-	-	-	miss	miš	-	-	-	-	-	-	-	-	-	-	-	-	-	mt_
mūSay	-	-	-	mūsay	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	maus	-	-	-	mos	-	-	-	-
mVʔad	mādu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mǝʔōd	-	-	-	-	-	-	-	-	-	-	-	mʔud
mi	-	-	-	milḥ	-	-	-	-	-	-	-	-	malḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mlḥ
nasin	nasinu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVṣ	-	-	-	nṣṣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVḫVḫ	-	-	-	nh_h_	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVh_aš	-	-	-	nh_s	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVkar	-	-	-	nkr	-	-	-	-	-	-	-	-	-	-	-	-	-	nkɔr	-	-	-	-	-	-	-	-	-	-	-
naniḳ	naniqu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVʔVl	naʔālu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVbut_	-	-	-	nbt_	-	-	-	-	-	-	-	-	-	-	-	nebōt	-	nbt_	-	-	-	-	-	-	-	-	-	-	-
nVʕar	-	-	-	nʕr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVhar	-	-	-	nhr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
niḳud	niqūdu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nim	-	-	-	nmm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVgVh	-	-	-	ngh	ngh	-	-	-	-	-	-	-	ngh	-	-	-	ngh	-	-	-	-	-	-	-	-	-	-	-	ngh
nVgil	-	-	-	ngl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVgup	-	-	-	ngf	-	-	-	-	-	-	-	-	ngf	-	-	-	ngp	-	-	-	-	-	-	-	-	-	-	-	-
nVḫaz	-	-	-	nh_z	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVkVl	nakālu	-	-	nkl	nkl	-	-	-	-	-	-	-	-	-	-	-	nkl	-	-	-	-	-	-	-	-	-	-	-	-
nVšVɣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nisǝg	-	-	-	-	-	-	-	-	-	-	-
nVwVḫ	nâḫu	-	-	nwḫ	-	-	-	-	-	-	-	-	nwḫ	-	-	-	nwḥ	-	-	niaha	-	-	-	-	-	nwḥ	näwwiḥ	näwwäḥa	nwḫ
pVʔay	-	-	-	fʔy	-	-	-	-	-	-	-	-	-	-	-	-	pʔy	-	-	-	-	-	-	-	-	-	-	-	-
pVs	pasāsu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pss	-	-	-	-	-	-	-	-	-
nVpuŝ	-	-	-	nfš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVḥVr	-	farä	-	fḥr	-	-	-	-	-	-	-	-	fḥr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVḥaṣ	-	-	-	fḥṣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVwVḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pwq	-	-	-	-	-	-	-	-	-	-	-	-
pVl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pll	-	-	-
pVrim	-	-	-	frm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVrVḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	prq	-	-	-	ferōq	-	-	-	-	-	-	-	-
pašk	pašku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVḥaš	-	-	-	fḥs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVrr	-	-	-	frr	prr	-	-	-	-	-	-	-	-	-	-	fer	-	-	-	-	farr	-	-	-	fer	-	frr	-	pr
piraḫ	perʔu	-	-	farḫ	-	-	-	-	-	-	-	-	farḫa	-	-	-	peraḥ	-	-	-	-	-	-	-	-	parḥ	-	-	prḫ
pVrVṭ	-	färräṭä	-	-	-	färräṭa	-	-	-	-	-	-	-	-	färäṭa	-	-	-	-	-	-	-	-	-	-	prṭ	färṭaʕ	-	-
pVrig	-	-	-	frg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVʔVd	pâdu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVŝ	pašašu	fss	-	fšw	-	-	-	-	-	-	-	-	-	-	-	-	pŝy	-	psy	-	-	-	-	-	piŝi	-	fss	fss	-
pVḥaṣ̂	-	-	-	fḥd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVḳVʕ	-	-	-	-	-	-	-	-	-	-	-	-	fqʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVsaʔ	-	-	-	fsʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
puṣ̂	-	-	-	fḍḍ	-	-	-	-	-	-	-	-	-	-	-	-	pṣpṣ	-	-	-	-	-	-	-	-	-	-	-	-
nVpaḥ	-	-	-	nfḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVrVy	parû	-	-	fry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVrVš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	prš	-	-	-
pVʔVn	pênu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVŝ	-	-	-	fšš	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pss	-	-	-
pVwVg	puāgu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVḫ	puḫḫu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVḫVr	paḫāru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fáḫrǝh	-	-	faḫre	-	-	-	faḥrö	-	-	-	-
pVlaḥ	-	-	-	flḥ	plḥ	-	-	-	-	-	-	-	-	-	-	-	plḥ	-	-	-	-	-	-	-	-	-	-	-	-
pVlVš	palāšu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pVriz	-	-	-	frz	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ferōz	-	-	-	-	-	-	-	-
ḫVpw	ḫapû	-	-	ḫpy	-	-	-	-	-	-	-	-	-	-	-	-	ḥpy	-	-	-	-	-	-	-	-	-	-	-	-
ḫVwVy	-	-	-	ḫwy	-	-	-	-	-	-	-	-	ḫoḫǝt	-	-	ḫah	ḥăwāḥīm	ḫoh	-	-	ḫōh	-	-	-	ḥe	-	-	-	-
ḫiʔ	ḫiʔu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVrim	ḫarāmu	-	-	ḫrm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
h_VwVŝ	-	-	-	h_wš	-	-	-	-	-	-	-	-	-	-	-	-	-	h_eŝ	-	-	-	-	-	-	-	-	-	-	-
ḫVm	ḫamāmu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVt	-	-	-	ḫtt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫVrVp	ḫarāpu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫ	ḫiṣṣu	-	-	ḥaṣā	-	-	-	-	-	-	-	-	ḫoṣa	-	-	-	ḥāṣāṣ	-	-	aṣaṣa	-	-	-	-	ḥaṣaḥaṣihin	ḥǝṣāṣā	ḥuṣa	ḥǝṣä	-
ḫVṣ̂	-	-	-	ḫḍw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḫalim	ḫallimu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rVdVw	redû	-	-	rdy	-	-	-	-	-	-	-	-	-	-	-	-	rdy	-	-	-	-	-	-	-	-	rdy	-	-	-
riḫ	raḫaḫu	-	-	rḫḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rik	-	-	-	rkk	-	-	-	-	-	-	-	-	-	-	-	-	rak	-	-	-	-	-	-	-	-	-	-	-	-
raḳḳ	raqqatu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rVm	ramāmu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
wVrVd	warādu	-	-	wrd	-	-	-	-	-	-	-	-	wrd	-	-	-	yrd	-	-	-	-	-	-	-	-	-	-	-	-
rīb	rību	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rVŝ	-	-	-	ršš	-	-	-	-	-	-	-	-	-	-	-	reŝ	-	-	-	-	-	-	-	-	-	-	-	-	-
rimm	-	-	-	rimm	-	-	-	-	-	-	-	-	-	-	-	-	-	rɛ́mnɛm	-	-	ráwrǝm	-	-	-	rǝ́nhǝm	-	-	-	-
rimān	lurmu	-	-	rummān	-	-	-	-	-	-	-	-	romān	-	-	-	rimmōn	-	-	-	-	-	-	-	-	-	-	-	-
ruḫḫ	-	-	-	ruḫḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rūḥ	-	-	-	rūḥ	-	-	-	-	-	-	-	-	-	-	-	-	rūaḥ	-	-	-	-	-	-	-	-	rūḥ	-	-	-
rVšVʕ	ruššû	-	-	rsʕ	-	-	-	-	-	-	-	-	rsʕ	-	-	-	ršʕ	-	-	-	-	-	-	-	-	-	-	-	-
šVlaʕ	-	-	-	slʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šalām	-	-	-	salām	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šalap	šalapānu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ša	-	-	-	salh_	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šilḥā	-	-	-	-	-	-	šelḥā	-	-	-
šVnVy	-	-	-	sny	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
šVnVʔ	šanû	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔašaḫ	ašaḫḫu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŝVʕpat	-	šǝfašǝft	-	šaʕfat	-	-	-	-	-	-	-	-	-	-	-	ŝafēt	-	ŝfét	-	-	ŝǝft	-	-	-	ŝfeh	-	šifašǝfti	-	-
kulbāb	kulbābu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
buʔr	būr	-	-	buʔrat	-	-	-	-	-	-	bʔr	-	-	bʷǝr	-	-	bōr	-	-	-	-	-	-	bʔr	-	-	-	-	-
ʔVdVt	-	-	-	-	-	-	-	-	ǝndät	-	-	-	-	ǝdōt	idōč	-	-	-	-	-	-	-	-	ʔdt	-	-	addē	-	ʔdt
ninh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ninhin	-	-	-	-
ʔVmm	ummānu	-	-	ʔummat	-	-	ʔummā	-	-	-	-	-	-	-	-	-	ʔummā	-	ʔīmmā	-	ʔámma	-	-	-	-	ʔemm	-	ʔammät	umt
ḥann	-	-	-	ḥannat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥannā	-	ḥǝnot	-
s	-	-	-	suḳl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	suḳal	-	-	č̣ǝnḳǝlit	-
hugan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hōgānā	-	-	-	-	-	-	hūgnō	-	-	-
ḥillay	ilulayu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	meḥeleyōt	-	-	-	-	-	-	-	-	-	-	ḥawla	ḥele	-
hVwVy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hɔ̄t	hīʔ	-	-	-	-	-	-	-	-	-	-
pVl	uplu	-	-	fāliyat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	palyā	-	-	-	-	-	-	-	-	-	-
pVr	-	fǝrfǝrt	-	firfir	-	-	-	-	-	-	-	-	fǝrfǝrt	-	-	-	-	-	parwā	-	-	-	-	-	-	parpūrā	-	fǝrfǝrät	-
ba	-	buda	-	ʔabdād	-	-	-	-	-	-	-	-	budā	buda	buda	-	bad	-	-	-	-	-	-	-	-	-	buda	-	-
barr	-	bǝr	-	burr	-	-	-	-	-	-	-	-	-	-	-	-	bār	-	-	-	barr	-	-	-	bor	bart	-	-	-
burbūr	-	-	-	burbūr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔi	-	abʷar	-	ʔibrat	-	-	-	-	-	-	-	-	burat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gargir	-	-	-	ǯarǯar	-	-	-	-	-	-	-	-	-	-	-	-	gērā	-	gargērā	-	-	-	-	-	-	-	-	-	-
ʔrr	arû	arrärä	-	-	-	-	-	-	-	-	-	-	ʔarara	-	-	-	ʔry	-	-	-	-	-	-	ʔry	-	-	ʔaräyä	ʔära	-
ʔabawr	aburru	-	-	bawr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	būr	-	-	-
ŝdd	šadādu	-	-	-	-	-	-	-	-	-	-	-	-	sādä	seʔada	-	ŝdd	-	sdd	-	-	-	-	-	-	-	-	-	-
ŝady	šadû	sädda	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ŝādǟ	-	-	sadia	-	-	-	šd	-	saddā	-	sǝd	šd
ga	-	-	-	ǯannat	gn	-	-	-	-	-	-	-	-	-	-	-	gan	-	gīnnǝtā	ginta	-	-	-	-	-	gannǝtā	-	-	gn
gwny	-	-	-	ǯny	-	-	-	-	-	-	tgn	-	gʷanʔa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gʷar	-	-	-	-	-	-	-	-	-	-	-	-	-	gʷär	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔVgwar	ugāru	-	-	ǯawwār	-	-	-	-	-	-	-	-	garha	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gärhat	-
kwVlāʔ	ukullû	kǝlkǝl	-	klʔ	-	-	-	-	-	-	-	-	kʷālawa	-	-	-	-	-	-	-	-	-	-	-	-	-	mäɔ̄älä	mäklay	-
ʔaku	akkullu	-	-	ʔaklat	-	-	-	-	-	-	-	-	-	-	kalka	-	-	-	-	-	-	-	-	-	-	ʔaklā	-	-	-
ʔkr	ikkaru	akkärä	-	ʔakr	-	-	-	-	-	-	-	-	-	-	-	-	ʔikkār	-	-	-	-	-	-	-	-	ʔakkārā	-	-	-
lVdw	ludû	-	-	ladīdat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mVrr	marru	märämmärä	-	marr	-	-	-	-	-	-	-	-	-	mirämärä	-	-	-	-	-	-	-	-	-	-	-	marrā	-	-	-
ngl	niggallu	-	-	nǯl	-	-	-	-	-	-	-	-	-	-	-	-	maggāl	-	maggǝlā	manglia	-	-	-	-	-	maggaltā	-	-	-
skk	šakāku	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʒVry	zēru	zärra	-	d_ry	-	zärra	-	-	-	-	-	zärrä	zarʔa	zärra	zäraʔa	-	zrʕ	zéraʕ	drʕ	-	zūra	-	-	-	deri	zrʕ	zärʔe	zärʔa	d
ǯrr	zarû	azärra	-	d_ry	-	-	-	-	-	-	-	-	zarawa	azärä	azōra	-	zry	d_err	dry	-	d_ǝr	-	-	-	-	drʔ	zäräwä	-	-
ʔimmi	immeru	-	-	ʔa	-	-	ʔimmēr	-	-	-	-	-	-	-	-	-	ʔimmēr	-	ʔimmar	ʕmbra	-	-	-	ʔmr	-	ʔemrā	-	-	ʔimr
ʔarwiy	armû	-	-	ʔurwiyyat	-	-	-	-	-	awium	-	-	-	-	-	-	-	-	-	-	ʔarī́t	-	-	-	-	-	-	-	-
ʔVrn	armu	-	-	ʔirān	-	-	-	-	-	-	-	-	ʔornā	-	-	ḥewerūn	-	ʔɛrún	-	-	ḥāráwn	-	-	-	ʔérehon	ʔarnā	-	-	-
ʔi	-	awra	-	ʔirān	-	-	-	-	-	-	-	-	-	irǝččä	-	-	-	-	-	-	-	-	-	-	-	ʔarwānā	-	-	-
ʔayl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʔayil	-	ʔēlā	-	-	-	-	-	-	-	ʔilä	-	ʔal
waʕil	-	waliya	-	waʕl	-	-	-	-	-	-	-	-	wǝʕǝlā	-	-	wāl	yāʕēl	ɛbʕɔ́ẑ_	yaʕălā	-	wɛ̄l	-	-	-	-	yaʕlā	wǝʕǝla	-	yʕl
ʔiwVy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʔīwē	-	-	-	-	-	-	wäʔat	-
ʕa	enzu	-	-	ʕanzat	-	-	ʕizzīn	-	-	-	-	-	-	-	-	wōz	ʕēz	ʔɔz	ʕīz	ʕnza	wōz	-	-	ʕz	ʔoz	ʕezzā	-	-	ʕz
ʕigl	-	-	-	ʕiǯl	-	-	-	-	-	ùgilum	-	-	-	-	-	-	ʕēgäl	-	ʕēgal	anglia	-	-	-	ʕgl	-	ʕeglā	-	ʔǝgal	ʕgl
ʕVyp	-	-	-	faʕfaʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʕéyfif	-	-	-	-
bibb	bibbu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	buba	-
ʔVbaʔat	ub	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
diry	dudrū	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pl	-
ʔibar	būru	bare	-	-	-	-	-	-	-	-	-	-	-	-	bāra	ḥebyār	ʔabbīr	-	-	-	hǝbɛ̄r	-	-	-	-	-	-	bara	cf
bVʕVr	bīru	-	-	baʕīr	-	-	-	-	-	-	-	-	bǝʕǝr	-	-	beʔīr	bǝʕīr	-	bǝʕīrā	bira	bǝʕáyr	-	-	-	beʕer	bǝʕīrā	bǝʕray	bǝʕrāy	-
baʕr	-	-	-	baʕr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	bara	-	-	-	-	-	-	-	-	-
baḳar	-	-	-	baḳar	-	-	-	-	-	bagalum	-	-	-	-	-	beḳerét	bāḳār	-	baḳrā	baḳra	bǝḳǝrēt	-	-	bḳr	-	baḳrā	-	-	-
baḥakʷ	-	-	-	-	-	-	-	-	-	-	-	-	baḥakʷ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gady	gadû	-	-	ǯady	-	-	-	-	-	-	-	-	-	-	-	-	gǝdī	-	gǝdī	gadia	-	-	-	gdʔ	-	gadyā	-	-	gdy
parr	parru	-	-	furār	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	para	-	-	-	-	-	parrā	-	-	-
ʕVnVḳ	unīḳu	-	-	ʕanāḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔabawat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʔabot	-
ʕayr	-	-	-	ʕayr	-	-	-	-	-	-	-	-	-	-	-	ḥayr	ʕayir	-	ʕayir	-	ḥayr	-	-	-	-	-	-	ʕayro	ʕr
ʔu	umm	-	-	ʔumm	-	-	-	-	-	-	-	-	ʔǝmm	-	umma	-	ʔēm	ʔum	ʔīmmā	-	ḥām	-	-	-	ʔaʔam	ʔemm	-	ʔǝm	um
