root	ags.	ahd.	ai.	air.	aisl.	aksl.	alb.	anord.	arm.	as.	av.	cymr.	gall.	got.	gr.	hitt.	lat.	lett.	lit.	mhd.	mir.	mnd.	norw.	russ.	slav.	umbr.	vgl.
meu	-	-	-	-	-	-	-	-	moyn	-	-	-	-	-	kypr	-	-	mudêt	-	-	mūn	-	-	-	-	-	-
meu̯	-	-	mīvati	-	-	-	-	-	-	-	-	-	-	-	ἀμεύσασθαι	-	moveō	-	máuju	-	-	mouwe	-	-	-	-	air
mēudh	-	-	-	-	-	-	-	-	-	-	-	-	-	maudjan	μυ̃θος	-	-	-	maudžiù	-	-	-	-	-	-	-	-
meug	-	mūhhari	-	-	-	-	-	-	-	-	-	-	-	-	-	-	muger	-	-	-	-	-	-	-	-	-	-
meug	-	-	-	-	mygla	-	-	-	-	-	-	mign	-	-	ἀπομύσσω	-	ēmunctiō	-	-	-	mocht	-	-	-	-	-	-
meuk̂	gemyscan	-	muṣtí	-	-	-	-	-	-	-	-	-	-	-	ἀμυκάλαι	-	mucrō	-	-	-	-	-	-	-	-	-	-
mezg	-	-	májjati	-	-	-	-	-	-	-	-	-	-	-	μίσγω	-	mergō	-	-	-	-	-	-	-	-	-	-
mezg	-	as	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mezgù	-	-	-	-	-	-	-	-
mizdhó	-	-	mīḍhá	-	-	mьzda	-	-	-	-	-	-	-	mizdō	μισθός	-	-	-	-	-	-	-	-	-	-	-	-
mō	-	muodi	-	-	-	-	-	-	-	-	-	-	-	afmauiþs	μω̃λος	-	mōlēs	-	prisimuolėti	-	-	-	-	máju	-	-	-
mōd	-	-	-	-	mōt	-	-	-	matčim	-	-	-	-	maþl	-	-	-	-	-	-	-	-	-	-	-	-	-
modhro	-	-	-	-	maðra	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
moisos	-	-	mēšá	-	meiss	-	-	-	-	-	-	-	-	-	-	-	-	-	máišas	-	-	-	-	-	-	-	-
mok̂s	-	-	maŋkṣu	-	-	-	-	-	-	-	mošu	-	-	-	-	-	mox	-	-	-	-	-	-	-	-	-	-
molko	-	malaha	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mono	-	-	mányā	muince	men	monisto	-	-	-	-	minu	mynydd	-	-	-	-	monīle	-	-	-	mong	-	-	-	-	-	-
mori	-	-	-	muir	-	-	-	-	-	-	-	-	-	marisaiws	-	-	mare	-	-	-	-	-	-	-	-	-	-
mormor	murcnian	murmurōn	marmara	-	-	-	-	-	mrmram	-	-	-	-	-	μορμύ̄ρω	-	murmurō	-	-	-	-	-	dial	-	-	-	-
mormoro	-	-	-	-	-	-	-	-	-	-	-	-	-	-	μορμώ	-	-	-	-	-	-	-	-	-	-	-	-
moro	-	-	-	-	-	-	-	-	mor	-	-	merwydden	-	-	μόρον	-	mōrum	-	-	-	-	-	-	-	-	-	-
moulo	-	-	mūla	-	-	-	-	-	-	-	-	-	-	-	μω̃λυ	-	-	-	-	-	-	-	-	-	-	-	-
mōuro	-	-	mūrá	-	-	-	-	-	-	-	-	-	-	-	μωρός	-	-	-	-	-	-	-	-	-	-	-	-
mozgo	-	marag	majján	-	-	-	-	-	-	-	mazga	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mozĝhos	-	-	-	-	-	-	-	-	mozi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mrk	-	moraha	-	-	-	-	-	-	-	-	-	-	-	-	βράκανα	-	-	-	-	-	-	-	-	morkóvь	-	-	-
mreghmno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	βρεχμός	-	-	-	-	-	-	-	-	-	-	-	-
mreĝhu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mū̆	-	mutilōn	-	-	-	-	-	-	-	-	-	-	-	-	μύλλον	-	-	-	mùtė	-	-	-	-	-	-	-	auch
mū	-	-	-	-	mȳ	-	müzë	-	mun	-	-	-	-	-	μυι̃α	-	-	-	musė̃	-	-	-	-	-	-	-	-
mū̆k	mēagol	-	-	-	mostr	-	-	-	-	-	-	-	-	-	μύκων	-	-	-	-	-	-	-	-	-	-	-	-
mūs	-	mhd	muṣṇā́ti	-	-	-	mī	-	mukn	-	-	-	-	-	μύσχον	-	musculus	-	-	-	-	-	-	-	-	-	-
mutos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mutilus	-	-	-	-	-	-	-	-	-	-
nā	-	-	nā́tha	-	-	-	-	-	-	-	-	-	-	-	ὀνίνημι	-	-	-	-	-	-	-	-	-	-	-	-
nā	-	-	-	nār	-	-	-	-	-	-	-	-	-	-	-	naḫḫ	-	-	-	-	-	-	-	-	-	-	-
nāgʷh	-	-	-	-	-	-	-	-	nauti	-	-	-	-	-	vήφω	-	-	-	-	-	-	-	-	-	-	-	-
nak	næsc	-	-	-	-	-	-	-	-	-	-	-	-	-	νάκος	-	-	-	-	-	-	-	-	-	-	-	den
nana	-	-	nanā́	-	-	-	nanë	-	-	-	-	nain	-	-	νάννα	-	nonnus	-	-	-	-	-	-	njanja	-	-	auch
nant	-	-	-	néit	-	-	-	-	-	-	-	-	-	anananþjan	-	-	-	-	-	-	-	-	-	-	-	-	-
nas	nōse	-	nasā́	-	-	-	-	nes	-	-	nāh	-	-	-	-	-	nāris	-	-	-	-	-	-	-	-	-	-
nāus	-	-	nāu	náu	nōr	-	-	-	nav	-	nāvaya	noe	nausum	-	hom	-	nāvis	-	-	-	-	-	nō	-	-	-	-
nāu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nâwîtiês	-	-	-	-	-	-	-	-	-
ne	-	-	-	nāthar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nebh	-	-	nábhatē	-	nǣfr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ned	-	-	-	nascim	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ned	-	-	nádati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nedo	-	-	nadá	-	-	-	-	-	net	-	-	-	-	-	-	-	-	našl̨i	néndrė	-	-	-	-	-	-	-	-
neĝh	-	-	ákṣu	-	-	nožь	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ness	-	-	-	-	-	-
nei	-	-	náyati	-	-	-	-	-	-	-	-	-	-	-	-	nāi	-	-	-	-	nē	-	-	-	-	-	-
nei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	niteō	-	-	-	nīab	-	-	-	-	-	-
neid	-	-	níndati	-	-	-	-	-	anicanem	-	naēd	-	-	ganaitjan	ὄνειδος	-	-	-	níedėti	-	-	-	-	-	-	-	-
neid	-	-	nēdati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
neigʷ	-	-	nḗnēkti	nigid	-	-	-	-	-	-	-	-	-	-	ἀνιγρός	-	noegeum	-	-	-	-	-	-	-	-	-	-
neik	-	-	-	-	-	-	-	-	-	-	-	-	-	-	λικμάω	-	-	-	iekúoti	-	cruthnecht	-	-	-	-	-	-
nēik	genǣstan	-	-	-	-	-	-	-	-	-	-	-	-	-	νει̃κος	-	-	-	-	-	-	-	-	-	-	-	-
nek̂	-	-	naś	ēc	-	-	-	-	-	-	-	-	-	-	νέκες	-	necesse	-	-	-	-	-	-	-	-	-	n̥k̂u
nekʷt	-	-	aktā́	innocht	-	-	natë	-	-	-	-	corn	-	nahts	νύξ	neku	nox	-	ankstì	-	-	-	-	-	-	-	-
nem	nām	-	-	nem	-	-	namë	-	-	-	nǝmah	-	-	andanēms	νέμω	-	numerus	n̨emt	núoma	-	-	-	-	-	-	-	-
nem	-	-	námas	nem	-	-	-	-	-	-	-	-	nanto	-	νέμος	-	-	-	-	-	-	-	-	-	-	-	-
nepōt	-	nift	nápāt	necht	-	-	nip	-	-	-	-	-	-	-	-	-	neptis	-	-	-	nïæ	-	-	-	-	-	-
nert	-	-	nárya	nār	-	-	njer	-	air	-	-	ner	-	-	hom	-	neriōsus	-	nértėti	-	-	-	-	-	norvъ	-	-
ner	-	-	-	-	norðr	-	-	-	-	-	-	-	-	-	νέρτερος	-	-	-	-	-	-	-	-	-	-	-	-
ner	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	neriù	-	-	-	-	-	-	-	-
nes	-	-	ásta	-	aldrnari	-	knelem	-	-	-	-	-	-	ganisan	νέομαι	-	-	-	-	-	-	-	-	-	-	-	-
nētr	nǣddre	-	-	-	-	-	-	-	-	-	-	neidr	-	nadrē	-	-	natrix	-	-	-	-	-	-	-	-	-	-
neu	-	-	navatē	-	-	-	-	-	-	-	-	-	-	-	-	-	nūntium	-	-	-	-	-	-	-	-	-	-
neu	-	-	návatē	nóïd	-	-	-	-	-	-	-	-	-	-	νεύω	-	nuō	-	-	-	-	-	-	-	-	-	-
neud	nyttian	ganōz	-	uado	naut	-	-	-	-	-	-	-	-	unnuts	-	-	-	-	naudà	-	-	-	-	-	-	-	-
neudh	-	niot	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	panústu	-	-	-	-	-	-	-	-
neuk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nuscitiōsus	-	niūksóti	-	-	-	-	-	-	-	-
neuks	-	-	-	-	-	-	-	-	-	-	-	-	-	biniuhsian	-	-	-	-	-	-	-	-	-	-	-	-	-
neu̯os	-	-	náva	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nogʷ	-	-	-	nocht	-	-	-	nøkkva	-	-	-	-	-	-	-	-	nūdus	-	núogas	-	-	-	-	-	-	-	-
nogʷo	-	-	naga	-	nǫkkui	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nōt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	νω̃τος	-	-	-	-	-	-	-	-	-	-	-	-
nū̆	-	-	nú	nu	-	-	-	-	-	-	-	-	-	naúh	νυ̃	nu	-	-	nù	-	-	-	-	-	-	-	-
n̥dhos	-	-	adhamá	-	-	-	-	-	-	-	aδairi	-	-	undaro	ἀθερο	-	-	-	-	-	-	-	-	-	-	-	-
n̥si	-	-	ásita	-	-	-	-	-	-	-	-	-	-	-	ἄσις	-	-	-	-	-	-	-	-	-	-	-	-
n̥sis	-	-	así	-	-	-	-	-	-	-	aŋhū	-	-	-	-	-	ēnsis	-	-	-	-	-	-	-	-	-	-
ō	-	-	a	-	-	-	-	-	-	-	-	-	-	-	-	-	-	a	-	-	-	-	-	-	-	-	auch
obhel	-	-	-	-	-	-	-	-	avelum	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
od	-	-	-	-	-	-	amë	-	hot	-	-	-	-	-	ὄζω	-	odor	-	úoksauti	-	-	-	-	-	-	-	-
od	atol	-	-	-	-	-	-	-	ateam	-	-	-	-	-	ὀδυς	ḫatukiš	ōdī	-	-	-	-	-	-	-	-	-	-
ō̆dego	-	-	ádga	-	-	-	-	-	-	-	-	-	-	-	-	-	-	uodega	uodegà	-	-	-	-	-	-	-	-
ōg	-	-	-	āru	-	agoda	-	-	ačem	-	-	-	-	akran	-	-	-	-	úoga	-	-	-	-	-	-	-	-
oid	āte	eiz	indriyám	-	eista	jadъ	-	-	ait	-	-	-	-	-	οἰδάω	-	-	idra	aidinti	-	-	-	-	-	jędro	-	-
ok	-	ahta	-	-	-	-	-	-	-	-	-	-	-	aha	ὄκνος	-	-	-	-	-	-	-	-	-	-	-	-
ok̂tōu	-	-	aṣṭamá	ocht	-	osmь	tetë	-	ut	-	-	wyth	-	ahtau	ὀκτακόσιοι	-	-	-	-	-	-	-	-	-	-	-	toch
ōk̂ús	-	-	āśú	-	-	-	-	-	-	-	-	-	-	-	ὠκύς	-	-	-	-	-	-	-	-	-	-	-	-
okʷ	-	-	-	-	-	-	-	-	-	-	aši	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ole	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ὄλλῡμι	hullāi	aboleō	-	-	-	-	-	-	-	-	-	-
om	ōm	-	amlá	om	-	-	tamlë	-	dehnst	-	-	-	-	-	ὠμός	-	amārus	amuols	-	-	-	-	-	-	-	-	-
omesos	-	-	áṃsa	-	-	-	-	-	us	-	-	-	-	ams	-	-	umerus	-	-	-	-	-	-	-	-	-	-
omǝ	-	emiz	ámīti	-	ama	-	-	-	-	-	amáyavā	-	-	-	ὄμνῡμι	-	-	-	-	-	-	-	-	-	-	-	-
ond	-	-	ádri	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ond	-	-	-	-	-	-
oner	-	-	-	-	-	-	gegh	-	anurj	-	-	-	-	-	ὄναρ	-	-	-	-	-	-	-	-	-	-	-	-
ong	-	-	áṅgāra	-	-	ǫglь	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ongʷ	-	-	añj	-	-	-	-	-	aucanem	-	-	-	-	-	-	-	unguō	-	-	-	-	-	-	-	-	umtu	oben
ono	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ὄνομαι	-	-	-	-	-	on	-	-	-	-	-	-
onogh	-	nagal	áṅghri	ingen	-	-	-	-	eɫungn	-	-	-	-	-	ὄγκος	-	unguis	nags	nagùtis	-	-	-	-	-	-	-	-
op	efnan	uobo	ápas	somme	afl	-	-	-	-	-	-	-	-	-	ὄμπνη	ḫappinaḫḫ	omnis	-	-	-	-	-	-	-	-	-	-
op	-	-	-	-	-	zajapъ	-	-	-	-	-	-	-	-	ἐπιόψομαι	-	optō	-	-	-	-	-	-	-	-	upetu	-
ōr	-	-	ā́ryati	-	-	-	-	-	-	-	-	-	-	-	att	aruu̯āi	ōrō	-	-	-	-	-	-	orú	-	-	-
orbho	-	-	árbha	orbbe	-	-	-	-	orb	-	-	-	-	arms	ὀρφοβόται	arpa	-	-	-	-	-	-	-	ormen	-	-	-
oreu̯	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ὀρύα	-	-	-	-	-	-	-	-	-	-	-	-
orĝhi	-	-	-	-	-	-	herdhe	-	orjik	-	ǝrǝzi	-	-	-	ὄρχις	-	-	-	aržùs	-	uirgge	-	-	-	-	-	-
ort	-	-	-	-	-	-	hardi	-	ort	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ōs	-	-	-	huinnius	-	-	-	-	-	-	-	acorn	-	-	-	-	ornus	-	úosis	-	-	-	-	-	jasenьjasenъ	-	-
osth;	-	-	ásthi	odb	-	-	asht	-	-	-	-	-	-	-	ὀστέον	ḫastāi	os	-	-	-	-	-	-	-	-	-	zur
oug	-	-	-	ōcht	-	-	-	-	oic	-	-	-	-	-	-	-	-	aũksts	áušti	-	ūar	-	-	-	-	-	-
ōu̯i̯om	-	-	-	-	-	-	-	-	-	-	apāvaya	wy	-	-	att	-	ōvum	-	-	-	-	-	-	-	-	-	-
óu̯is	-	-	ávi	ōi	ǣr	-	-	-	hoviw	-	-	ewig	-	-	οἴς	-	ovis	-	-	-	-	-	-	-	-	-	-
ōus	-	-	-	-	-	-	-	-	unkn	-	uši	-	-	-	dor	-	-	-	-	-	-	-	-	-	-	-	-
ozdos	ōst	-	-	-	-	-	-	-	ost	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ozgho	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pā	-	-	-	āsaid	fōðr	pasǫ	-	-	hauran	-	-	-	-	fōdjan	dor	paḫš	pāscō	-	-	-	-	-	-	-	-	-	-
pā̆k̂	-	fuoga	páś	-	fǣgiligr	-	-	-	-	-	pas	aelod	-	-	πάσσαλος	-	pacīscō	-	-	-	āge	-	-	-	-	pase	-
pā̆n	-	-	-	-	-	-	-	-	-	-	-	-	-	fana	und	-	-	-	-	-	-	-	-	-	-	-	-
pandos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pandus	-	-	-	-	-	-	-	-	-	-
pank	-	-	-	-	-	pǫgy	-	-	-	-	-	-	-	-	-	-	pānus	-	-	-	-	-	-	-	-	-	-
pappa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	πάππα	-	pāpa	-	-	-	-	-	-	-	-	-	-
pā̆r	-	-	-	-	-	-	-	-	-	-	-	-	-	-	πεπαρει̃ν	-	pāreō	-	-	-	-	-	-	-	-	-	-
parīkā	-	-	-	-	-	-	-	-	-	-	pairikā	-	-	-	-	-	-	-	-	-	airech	-	-	-	-	-	-
pāsós	-	-	-	-	-	-	-	-	-	-	-	-	-	-	πηός	-	pāricīda	-	-	-	-	-	-	-	-	-	-
pasto	-	-	pastyám	-	fastr	-	-	-	hast	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
paus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	παύω	-	-	-	-	-	-	-	-	-	-	-	-
pāuson	-	-	puṣyati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pē̆d	fǣtels	fazzōn	vielleicht	-	-	-	-	-	-	-	-	-	-	fetjan	-	-	-	-	pė́das	-	-	-	-	-	-	-	-
pē̆d	-	-	-	īs	-	-	-	-	-	-	-	-	-	fōtus	dial	uv	pēs	-	-	-	-	-	-	-	-	-	-
peg	-	-	pājasyá	-	-	-	-	-	-	-	-	-	-	-	-	-	pectus	paksis	-	-	-	-	-	-	-	-	-
pēi	-	-	pī́yati	-	-	-	-	-	-	-	-	-	-	-	πη̃μα	-	paene	-	-	-	-	-	-	-	-	-	-
pei̯ǝ	fǣmne	-	páyas	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	papìjusi	-	-	-	fēl	-	-	-	-
peig	-	-	-	-	-	pišǫ	-	-	-	-	paēs	-	-	filufaihs	ποικίλος	-	pignus	-	piẽšti	-	-	-	-	-	-	-	-
peiĝ	-	feigi	-	-	feikn	-	-	-	-	-	-	-	ven	-	-	-	-	peiksts	paĩkas	-	-	-	-	-	-	-	-
peimi	-	-	-	ēim	fimr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fimra	-	-	-	-
peis?	-	-	pináṣṭi	-	-	pьsǫ	-	-	-	-	-	-	-	-	πτίσσω	-	pīnsō	-	-	-	-	vīsel	-	-	-	pistu	-
peis	-	-	piččhōrā	-	-	-	-	-	-	-	-	ffun	-	-	-	-	spīrō	-	-	vīsen	-	-	-	-	-	-	-
peisk	-	-	-	īasc	-	-	-	-	-	-	-	-	-	fisks	-	-	piscis	-	-	-	esc	-	-	-	-	-	mhd
pek̂	-	gifehan	-	-	-	-	-	-	-	ahd	-	-	-	gafahrian	-	-	-	-	-	-	āil	-	-	-	-	-	-
pek̂	-	as	páśu	-	-	-	pilë	-	asr	-	pasu	-	-	bi	πέκω	-	pectō	-	pešù	-	-	-	-	-	-	pequo	-
pekʷ	āfigen	-	pácati	cuchtar	-	-	pjek	-	wahrscheinlich	-	-	pobi	-	-	πέσσω	-	coquō	-	pèktas	-	-	-	-	-	-	-	-
pel	-	-	-	-	-	-	-	-	-	-	-	anw	-	-	-	-	-	-	trans	-	-	-	-	vodopolъje	-	-	-
pela	-	-	-	aë	-	popelъ	-	-	-	-	-	-	-	-	-	-	pellō	-	-	-	-	-	-	-	-	-	-
pelb	-	-	pálala	-	-	-	-	-	-	-	-	-	-	-	πάλη	-	palea	-	-	-	-	-	-	-	-	-	-
pela	-	-	-	-	fel	-	-	-	-	-	-	-	-	tweifls	πέπλος	-	-	-	-	-	dīabul	-	-	-	-	-	-
pelb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	πέλας	-	-	-	-	-	-	-	-	-	-	-	-
pel	-	-	pālavi	-	ags	-	-	-	-	-	-	-	-	-	πήληξ	-	pēluis	-	-	-	-	-	-	-	-	-	πελίκη
pel	-	feili	-	-	-	-	-	-	-	-	-	-	-	-	πωλει̃ν	-	-	-	pel̃nas	-	-	-	-	-	-	-	-
pel	-	-	palitá	-	-	-	plak	-	alik	-	-	-	-	-	πελιτνός	-	palleō	-	pìlkas	-	iath	-	-	-	plěsnь	-	πέλειαι
pel	-	-	-	-	flōr	poljǫ	-	-	-	-	-	-	-	-	-	-	-	-	plė́nys	-	-	-	-	-	-	-	oben
pelǝ	-	-	-	āthar	-	-	shpal	-	hoɫ	-	-	-	-	-	-	palḫi	palam	plóti	-	-	-	-	-	pólyj	-	-	-
pelis	-	felis	pāṣāṇá	-	-	-	-	-	-	-	-	-	-	-	πέλλα	-	-	-	-	-	all	-	-	-	-	-	-
pelk̂	-	as	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	polosá	-	-	-
pelpo	-	-	parpá	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pen	-	-	-	-	-	-	-	-	-	-	-	-	-	fenea	-	-	penus	-	penù	-	-	-	-	-	-	-	-
pen	-	-	-	-	-	-	-	-	-	-	-	-	-	fani	-	-	-	-	-	-	en	-	-	-	-	-	-
penkʷe	-	funf	-	cōic	-	pętь	pesë	-	-	-	-	-	-	fimf	πέντε	-	-	-	penkì	-	-	-	-	-	-	puntes	-
pent	-	fandōn	pánthāḥ	-	-	pǫtь	-	-	hun	fundon	pantā̊	-	-	finþan	πόντος	-	-	-	pons	vanden	-	-	-	-	-	-	-
per	-	fuora	píparti	-	fø̄rr	porjǫ	pruva	-	hord	-	-	-	-	faran	περάω	-	portō	-	-	-	-	-	-	poróm	-	-	-
per	-	-	-	ernaid	-	-	-	-	-	-	-	-	-	-	-	parš	pār	-	-	-	-	-	-	-	-	-	mit
per	fōr	-	-	-	-	zaprъtъkъ	-	-	-	-	-	erthyl	-	-	πόρις	-	-	-	periù	-	-	-	-	-	-	-	-
per	-	-	-	aire	fār	-	-	-	porj	-	-	-	-	faírina	πει̃ρα	-	experior	-	-	-	-	-	-	-	-	-	-
per	-	-	pŕ̥t	-	-	perǫ	pres	-	hari	-	-	-	-	-	τρέμω	-	premō	peŕu	pirtìs	-	-	-	-	-	-	-	-
perd	-	ferzan	párdatē	-	-	-	pjerth	-	-	-	-	rhech	-	-	πέρδω	-	-	-	pérdžu	-	-	-	-	-	-	-	-
perg	feorcol	-	-	-	forkr	-	-	-	-	-	-	-	-	-	-	-	-	-	pérgas	-	-	-	-	-	-	-	-
perg	-	-	-	-	-	-	-	-	-	-	-	-	-	faurhts	-	-	-	-	-	-	-	-	-	-	-	-	-
perk	-	-	pr̥ṇákti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ercaim	-	-	-	-	-	-
perk	-	-	-	riches	-	-	-	-	-	-	-	rhysyn	-	-	-	-	-	-	pir̃kšnys	-	-	-	-	-	-	-	ett
perk̂	-	-	párśu	-	-	prъsi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	it
perk̂	-	furuh	párśāna	-	-	-	-	-	-	-	-	rhŷch	rica	-	-	-	porca	-	praper̃šis	-	-	-	fere	-	-	-	-
perk̂	friccea	frāga	pr̥cchā́	-	prositi	-	-	-	eharc̣	-	-	-	-	fraíhnan	-	-	procus	-	peršù	-	-	-	-	-	-	-	-
perkʷus	-	kienforha	parkatī	-	fura	-	-	-	-	-	-	-	-	-	-	-	quercus	-	-	-	-	-	-	-	-	-	-
pers	-	-	pŕ̥ṣat	-	fors	-	-	-	-	-	paršuya	-	-	-	-	-	-	pā̀rsla	pur̃slas	-	-	-	-	-	pьrstь	-	ett
persnā	-	-	pā́rṣṇi	-	-	-	-	-	-	-	-	-	-	faírsna	πτέρνη	paršina	perna	-	-	-	-	-	-	-	-	-	-
perth	-	-	-	-	-	-	-	-	ort	-	-	-	-	-	πτόρθος	-	pertica	-	-	-	-	-	-	-	-	-	čech
pē̆s	-	faso	-	-	fǫsull	рěchyrь	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pásmo	-	-	-
pēs	-	-	pāṁsú	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pes	-	-	pásas	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pet	foðer	fedelgold	-	-	faðmr	-	-	-	-	-	paɵana	-	-	faþa	-	pattar	pateō	-	petỹs	-	-	-	-	-	-	-	-
pet	-	-	pátati	-	-	-	-	-	-	-	pataiti	-	-	-	ποτέομαι	-	-	-	-	-	-	-	-	-	-	-	-
peu	-	fowen	pūtá	-	-	-	-	-	-	-	pūitika	-	-	-	πτύον	-	pūrus	-	-	-	ūr	-	-	-	-	-	-
peu	-	-	-	-	-	ispytъ	-	-	-	-	-	-	-	-	νήπιος	-	putāre	-	-	-	-	-	-	-	-	-	-
pēu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pāveō	-	pjáuju	-	-	-	-	-	-	-	-
peu̯ōr	-	funko	-	-	fūrr	-	-	-	hur	-	-	-	-	fōn	πυ̃ρ	paḫḫur	-	-	-	-	-	vanke	-	-	pūri̯a	pir	-
pezd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	βδέω	-	pēdō	-	-	-	-	-	-	-	-	-	-
pǝtḗr	-	-	pítr̥vya	athir	feðgar	-	-	-	hair	-	pitar	-	gutuater	fadar	πάτρη	-	pater	-	-	-	-	-	-	-	-	-	gr
pid	-	-	-	om	-	-	-	-	-	-	-	-	-	fitan	-	-	-	-	-	-	exion	-	-	-	-	-	-
pikho	-	-	-	-	-	-	-	-	-	-	pixa	-	-	-	-	-	-	piks	-	-	-	-	-	-	-	-	-
pilo	-	-	-	-	-	plъstь	-	-	-	-	-	-	-	-	πι̃λος	-	pilus	-	-	-	-	-	-	-	-	-	-
pin	-	witufîna	pínakām	-	-	pьnь	-	-	-	-	-	-	-	-	πίναξ	-	-	-	-	-	-	-	-	-	-	-	-
pīpp	-	-	píppakā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pīzdā	-	-	-	-	-	-	pith	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
plab	-	-	-	abar	-	-	-	-	-	-	-	-	-	-	-	-	plōrāre	-	-	-	-	-	-	-	-	-	-
plāk	-	-	-	-	flō	-	-	-	-	-	-	-	-	-	πλάξ	-	placeō	plāce	plókščias	-	-	-	flag	-	-	-	-
plāk	-	-	-	-	flengja	plačǫ	-	-	-	-	-	-	-	faiflōkun	πλήσσω	-	plāga	-	plakù	-	ēn	vlunke	-	-	-	-	-
plā̆t	-	flazza	prathimán	ess	-	plešte	-	-	ain	-	-	ed	-	-	-	-	planta	plañdît	splečiù	-	eithe	vladder	-	-	plęsati	-	-
plē	-	-	-	-	flasa	-	-	-	-	-	-	-	-	-	-	-	-	-	plãskanos	-	-	-	-	-	-	-	-
plēi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pliks	plýnas	-	-	-	dial	-	-	-	-
plek̂	-	flahs	praśna	-	flētta	pletǫ	-	-	-	-	ǝrǝzato	-	-	-	πλέκω	-	plicō	-	-	-	-	-	-	-	-	-	den
plēk̂	-	-	-	-	flengja	-	plas	-	-	-	-	-	-	-	-	-	-	pluôsît	plė́šiu	-	-	-	-	-	-	-	-
pleu	-	-	plāváyati	-	-	-	-	-	-	-	-	-	-	-	πλέω	-	-	-	-	-	-	-	-	-	-	-	-
pleuk	-	expressiv	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	plūcu	pláukas	-	-	-	-	-	-	-	-
